1;51;0;14
2;51;0;13
3;51;0;12
4;51;0;13
5;51;0;12
6;51;0;12
7;51;0;11
8;51;0;11
9;51;0;11
10;51;0;11
11;51;0;11
12;51;0;11
13;51;0;13
14;51;0;12
15;51;0;10
16;51;0;12
17;51;0;10
18;51;0;11
19;51;0;13
20;51;0;12
21;51;0;13
22;51;0;11
23;51;0;10
24;51;0;10
25;51;0;14
26;51;0;10
27;51;0;11
28;51;0;12
29;51;0;12
30;51;0;11
31;51;0;12
32;51;0;9
33;51;0;16
34;51;0;11
35;51;0;14
36;51;0;12
37;51;0;13
38;51;0;12
39;51;0;13
40;51;0;10
41;51;0;12
42;51;0;13
43;51;0;14
44;51;0;11
45;51;0;16
46;40;0;8
47;51;0;18
48;51;0;17
49;51;0;16
50;51;0;12
51;51;0;17
52;51;0;16
53;40;0;16
54;51;0;12
55;51;0;18
56;40;0;10
57;51;0;10
58;40;0;14
59;51;0;10
60;40;0;18
61;51;0;15
62;40;0;17
63;39;0;16
64;51;0;15
65;51;0;9
66;40;0;16
67;51;0;21
68;51;0;12
69;51;0;14
70;40;0;12
71;51;0;15
72;51;0;15
73;40;0;24
74;40;0;19
75;51;0;1
76;51;0;27
77;51;0;15
78;51;0;0
79;51;0;14
80;51;0;25
81;40;0;16
82;40;0;11
83;40;0;18
84;39;0;13
85;40;0;37
86;40;0;25
87;51;0;16
88;40;0;0
89;38;0;0
90;40;0;37
91;40;0;38
92;40;0;36
93;39;0;26
94;38;0;37
95;0;0;0
96;40;0;0
97;40;0;39
98;39;0;38
99;51;0;50
100;51;0;50
