1;309;0;19
2;309;0;20
3;309;0;21
4;309;0;17
5;309;0;22
6;284;0;21
7;309;0;21
8;309;0;19
9;284;0;16
10;309;0;12
11;277;0;19
12;270;0;20
13;309;0;19
14;309;0;26
15;284;0;25
16;309;0;17
17;309;0;14
18;309;0;14
19;309;0;19
20;309;0;31
21;284;0;16
22;269;0;13
23;309;0;14
24;309;0;15
25;309;0;18
26;284;0;22
27;309;0;35
28;309;0;14
29;309;0;40
30;277;0;26
31;284;0;28
32;309;0;20
33;284;0;40
34;309;0;15
35;263;0;17
36;309;0;21
37;284;0;15
38;284;0;31
39;309;0;39
40;265;0;18
41;276;0;30
42;263;0;13
43;309;0;29
44;309;0;27
45;260;0;31
46;309;0;48
47;284;0;30
48;258;0;14
49;309;0;40
50;277;0;15
51;284;0;28
52;309;0;22
53;269;0;48
54;277;0;35
55;225;0;39
56;260;0;26
57;266;0;63
58;284;0;27
59;265;0;19
60;269;0;15
61;269;0;32
62;309;0;45
63;276;0;50
64;269;0;56
65;260;0;21
66;259;0;48
67;277;0;2
68;252;0;0
69;236;0;17
70;277;0;28
71;266;0;35
72;277;0;62
73;284;0;64
74;265;0;10
75;216;0;8
76;277;0;40
77;284;0;67
78;269;0;40
79;284;0;41
80;263;0;8
81;284;0;78
82;277;0;18
83;233;0;4
84;216;0;0
85;0;0;0
86;269;0;20
87;251;0;63
88;259;0;6
89;269;0;55
90;276;0;39
91;269;0;6
92;190;0;0
93;263;0;43
94;263;0;42
95;309;0;52
96;309;0;52
97;209;0;16
98;259;0;14
99;277;0;16
100;284;0;75
