1;51;0;15;;;;;;
2;51;0;14;;;;;;1000-60
3;47;0;7;;;;;;
4;51;0;12;;;;;;
5;40;0;23;;;;;;
6;39;0;3;;;;;;
7;39;0;25;;;;;;
8;39;0;9;;;;;;
9;39;0;18;;;;;;
10;51;0;33;;;;;;
11;28;0;14;;;;;;
12;16;0;15;;;;;;
13;0;0;0;;;;;;
14;16;0;15;;;;;;
15;51;0;46;;;;;;
16;29;0;28;;;;;;
17;29;0;29;;;;;;
18;29;0;29;;;;;;
19;29;0;29;;;;;;
20;51;0;51;;;;;;
21;51;0;51;;;;;;
22;51;0;51;;;;;;
23;40;0;40;;;;;;
24;40;0;40;;;;;;
25;51;0;51;;;;;;
26;51;0;51;;;;;;
27;40;0;40;;;;;;
28;40;0;40;;;;;;
29;40;0;40;;;;;;
30;40;0;40;;;;;;
31;40;0;40;;;;;;
32;40;0;40;;;;;;
33;51;0;51;;;;;;
34;51;0;51;;;;;;
35;51;0;51;;;;;;
36;40;0;40;;;;;;
37;40;0;40;;;;;;
38;51;0;51;;;;;;
39;51;0;51;;;;;;
40;51;0;51;;;;;;
41;40;0;40;;;;;;
42;40;0;40;;;;;;
43;40;0;40;;;;;;
44;51;0;51;;;;;;
45;51;0;51;;;;;;
46;40;0;40;;;;;;
47;40;0;40;;;;;;
48;51;0;51;;;;;;
49;40;0;40;;;;;;
50;40;0;40;;;;;;
51;40;0;40;;;;;;
52;51;0;51;;;;;;
53;40;0;40;;;;;;
54;40;0;40;;;;;;
55;40;0;40;;;;;;
56;51;0;51;;;;;;
57;51;0;51;;;;;;
58;51;0;51;;;;;;
59;51;0;51;;;;;;
60;51;0;51;;;;;;
61;40;0;40;;;;;;
62;40;0;40;;;;;;
63;40;0;40;;;;;;
64;40;0;40;;;;;;
65;40;0;40;;;;;;
66;51;0;51;;;;;;
67;51;0;51;;;;;;
68;51;0;51;;;;;;
69;51;0;51;;;;;;
70;51;0;51;;;;;;
71;40;0;40;;;;;;
72;40;0;40;;;;;;
73;40;0;40;;;;;;
74;40;0;40;;;;;;
75;40;0;40;;;;;;
76;40;0;40;;;;;;
77;51;0;51;;;;;;
78;51;0;51;;;;;;
79;40;0;40;;;;;;
80;40;0;40;;;;;;
81;51;0;51;;;;;;
82;51;0;51;;;;;;
83;40;0;40;;;;;;
84;51;0;51;;;;;;
85;51;0;51;;;;;;
86;40;0;40;;;;;;
87;40;0;40;;;;;;
88;40;0;40;;;;;;
89;40;0;40;;;;;;
90;51;0;51;;;;;;
91;51;0;51;;;;;;
92;51;0;51;;;;;;
93;51;0;51;;;;;;
94;40;0;40;;;;;;
95;40;0;40;;;;;;
96;51;0;51;;;;;;
97;51;0;51;;;;;;
98;40;0;40;;;;;;
99;51;0;51;;;;;;
100;40;0;40;;;;;;
101;51;0;51;;;;;;
102;51;0;51;;;;;;
103;51;0;51;;;;;;
104;40;0;40;;;;;;
105;40;0;40;;;;;;
106;51;0;51;;;;;;
107;40;0;40;;;;;;
108;51;0;51;;;;;;
109;51;0;51;;;;;;
110;51;0;51;;;;;;
111;40;0;40;;;;;;
112;40;0;40;;;;;;
113;51;0;51;;;;;;
114;51;0;51;;;;;;
115;51;0;51;;;;;;
116;51;0;51;;;;;;
117;40;0;40;;;;;;
118;40;0;40;;;;;;
119;40;0;40;;;;;;
120;40;0;40;;;;;;
121;40;0;40;;;;;;
122;40;0;40;;;;;;
123;51;0;51;;;;;;
124;51;0;51;;;;;;
125;40;0;40;;;;;;
126;51;0;51;;;;;;
127;51;0;51;;;;;;
128;40;0;40;;;;;;
129;40;0;40;;;;;;
130;51;0;51;;;;;;
131;51;0;51;;;;;;
132;40;0;40;;;;;;
133;40;0;40;;;;;;
134;51;0;51;;;;;;
135;51;0;51;;;;;;
136;51;0;51;;;;;;
137;40;0;40;;;;;;
138;40;0;40;;;;;;
139;40;0;40;;;;;;
140;51;0;51;;;;;;
141;51;0;51;;;;;;
142;51;0;51;;;;;;
143;51;0;51;;;;;;
144;51;0;51;;;;;;
145;51;0;51;;;;;;
146;51;0;51;;;;;;
147;51;0;51;;;;;;
148;51;0;51;;;;;;
149;51;0;51;;;;;;
150;51;0;51;;;;;;
151;51;0;51;;;;;;
152;40;0;40;;;;;;
153;40;0;40;;;;;;
154;40;0;40;;;;;;
155;51;0;51;;;;;;
156;51;0;51;;;;;;
157;51;0;51;;;;;;
158;51;0;51;;;;;;
159;51;0;51;;;;;;
160;51;0;51;;;;;;
161;40;0;40;;;;;;
162;51;0;51;;;;;;
163;40;0;40;;;;;;
164;40;0;40;;;;;;
165;51;0;51;;;;;;
166;51;0;51;;;;;;
167;51;0;51;;;;;;
168;51;0;51;;;;;;
169;51;0;51;;;;;;
170;40;0;40;;;;;;
171;40;0;40;;;;;;
172;51;0;51;;;;;;
173;51;0;51;;;;;;
174;40;0;40;;;;;;
175;40;0;40;;;;;;
176;40;0;40;;;;;;
177;40;0;40;;;;;;
178;40;0;40;;;;;;
179;51;0;51;;;;;;
180;51;0;51;;;;;;
181;40;0;40;;;;;;
182;51;0;51;;;;;;
183;40;0;40;;;;;;
184;51;0;51;;;;;;
185;51;0;51;;;;;;
186;51;0;51;;;;;;
187;51;0;51;;;;;;
188;51;0;51;;;;;;
189;51;0;51;;;;;;
190;51;0;51;;;;;;
191;40;0;40;;;;;;
192;51;0;51;;;;;;
193;51;0;51;;;;;;
194;40;0;40;;;;;;
195;40;0;40;;;;;;
196;40;0;40;;;;;;
197;51;0;51;;;;;;
198;40;0;40;;;;;;
199;40;0;40;;;;;;
200;40;0;40;;;;;;
201;51;0;51;;;;;;
202;51;0;51;;;;;;
203;40;0;40;;;;;;
204;40;0;40;;;;;;
205;51;0;51;;;;;;
206;40;0;40;;;;;;
207;40;0;40;;;;;;
208;40;0;40;;;;;;
209;40;0;40;;;;;;
210;51;0;51;;;;;;
211;51;0;51;;;;;;
212;51;0;51;;;;;;
213;40;0;40;;;;;;
214;40;0;40;;;;;;
215;40;0;40;;;;;;
216;51;0;51;;;;;;
217;51;0;51;;;;;;
218;51;0;51;;;;;;
219;40;0;40;;;;;;
220;40;0;40;;;;;;
221;51;0;51;;;;;;
222;40;0;40;;;;;;
223;51;0;51;;;;;;
224;51;0;51;;;;;;
225;51;0;51;;;;;;
226;51;0;51;;;;;;
227;40;0;40;;;;;;
228;40;0;40;;;;;;
229;51;0;51;;;;;;
230;51;0;51;;;;;;
231;40;0;40;;;;;;
232;51;0;51;;;;;;
233;40;0;40;;;;;;
234;40;0;40;;;;;;
235;40;0;40;;;;;;
236;51;0;51;;;;;;
237;51;0;51;;;;;;
238;40;0;40;;;;;;
239;40;0;40;;;;;;
240;51;0;51;;;;;;
241;51;0;51;;;;;;
242;51;0;51;;;;;;
243;51;0;51;;;;;;
244;40;0;40;;;;;;
245;51;0;51;;;;;;
246;40;0;40;;;;;;
247;40;0;40;;;;;;
248;40;0;40;;;;;;
249;40;0;40;;;;;;
250;40;0;40;;;;;;
251;40;0;40;;;;;;
252;51;0;51;;;;;;
253;51;0;51;;;;;;
254;40;0;40;;;;;;
255;51;0;51;;;;;;
256;51;0;51;;;;;;
257;51;0;51;;;;;;
