1;309;0;19
2;309;0;19
3;309;0;19
4;309;0;19
5;309;0;16
6;284;0;16
7;277;0;18
8;309;0;17
9;277;0;10
10;309;0;16
11;309;0;15
12;309;0;22
13;309;0;23
14;277;0;19
15;309;0;26
16;284;0;21
17;284;0;26
18;277;0;9
19;277;0;20
20;266;0;13
21;309;0;20
22;284;0;26
23;309;0;28
24;265;0;15
25;284;0;18
26;276;0;24
27;277;0;23
28;263;0;11
29;265;0;20
30;276;0;9
31;309;0;11
32;309;0;25
33;260;0;14
34;269;0;19
35;252;0;15
36;270;0;0
37;276;0;13
38;232;0;2
39;259;0;20
40;309;0;13
41;277;0;13
42;236;0;6
43;228;0;7
44;270;0;11
45;222;0;14
46;239;0;16
47;239;0;3
48;236;0;0
49;236;0;0
50;270;0;6
51;270;0;8
52;212;0;4
53;270;0;19
54;270;0;12
55;270;0;1
56;232;0;4
57;164;0;0
58;247;0;14
59;236;0;3
60;228;0;3
61;247;0;34
62;207;0;1
63;247;0;26
64;212;0;14
65;239;0;4
66;247;0;21
67;172;0;1
68;140;0;0
69;228;0;4
70;136;0;5
71;224;0;8
72;0;0;0
73;270;0;7
74;228;0;8
75;232;0;10
76;270;0;21
77;132;0;0
78;0;0;0
79;236;0;9
80;204;0;3
81;212;0;0
82;239;0;6
83;204;0;3
84;179;0;0
85;0;0;0
86;179;0;9
87;224;0;0
88;228;0;0
89;187;0;7
90;197;0;14
91;183;0;2
92;239;0;29
93;87;0;0
94;187;0;5
95;204;0;1
96;0;0;0
97;172;0;0
98;197;0;22
99;247;0;2
100;172;0;2
