1;107;0;28
2;107;0;26
3;107;0;25
4;107;0;24
5;107;0;23
6;107;0;22
7;107;0;23
8;107;0;22
9;107;0;22
10;107;0;22
11;107;0;22
12;107;0;22
13;107;0;22
14;107;0;22
15;107;0;21
16;107;0;21
17;107;0;22
18;107;0;23
19;107;0;21
20;107;0;21
21;107;0;23
22;107;0;22
23;107;0;22
24;107;0;22
25;107;0;21
26;107;0;22
27;107;0;24
28;107;0;22
29;107;0;24
30;107;0;22
31;107;0;21
32;107;0;22
33;107;0;21
34;107;0;21
35;107;0;20
36;107;0;21
37;107;0;20
38;107;0;23
39;107;0;24
40;107;0;19
41;107;0;20
42;107;0;21
43;107;0;25
44;107;0;20
45;107;0;23
46;107;0;21
47;107;0;22
48;107;0;21
49;107;0;24
50;107;0;23
51;107;0;22
52;107;0;19
53;107;0;22
54;107;0;21
55;107;0;24
56;107;0;21
57;105;0;22
58;105;0;22
59;107;0;24
60;102;0;25
61;107;0;23
62;107;0;22
63;107;0;24
64;107;0;21
65;107;0;24
66;107;0;17
67;107;0;20
68;107;0;21
69;107;0;27
70;107;0;22
71;107;0;26
72;105;0;21
73;107;0;22
74;102;0;22
75;105;0;18
76;107;0;23
77;107;0;25
78;107;0;19
79;107;0;21
80;105;0;20
81;107;0;25
82;107;0;23
83;107;0;23
84;107;0;21
85;107;0;27
86;107;0;23
87;107;0;21
88;107;0;24
89;107;0;22
90;105;0;32
91;107;0;24
92;107;0;27
93;107;0;21
94;107;0;21
95;107;0;21
96;107;0;30
97;107;0;20
98;107;0;22
99;107;0;22
100;107;0;20
101;107;0;22
102;105;0;23
103;107;0;18
104;107;0;24
105;107;0;25
106;105;0;22
107;107;0;28
108;105;0;31
109;107;0;21
110;107;0;21
111;107;0;31
112;107;0;21
113;107;0;23
114;107;0;27
115;107;0;24
116;107;0;26
117;107;0;24
118;107;0;18
119;105;0;25
120;107;0;30
121;107;0;18
122;92;0;17
123;107;0;25
124;107;0;27
125;107;0;19
126;107;0;25
127;107;0;22
128;105;0;26
129;107;0;23
130;105;0;25
131;107;0;20
132;107;0;23
133;107;0;31
134;107;0;25
135;107;0;23
136;105;0;22
137;105;0;21
138;107;0;24
139;107;0;28
140;107;0;24
141;107;0;19
142;107;0;29
143;105;0;36
144;107;0;18
145;107;0;26
146;105;0;9
147;105;0;33
148;96;0;32
149;107;0;18
150;107;0;24
151;107;0;27
152;96;0;3
153;107;0;17
154;107;0;19
155;96;0;30
156;107;0;18
157;107;0;33
158;96;0;37
159;107;0;28
160;96;0;19
161;105;0;26
162;105;0;38
163;107;0;38
164;107;0;15
165;107;0;30
166;107;0;23
167;107;0;16
168;107;0;3
169;105;0;25
170;107;0;18
171;105;0;28
172;107;0;30
173;107;0;48
174;107;0;35
175;96;0;15
176;96;0;26
177;107;0;28
178;92;0;38
179;96;0;36
180;107;0;20
181;96;0;18
182;96;0;20
183;92;0;32
184;107;0;18
185;105;0;23
186;105;0;1
187;107;0;36
188;97;0;25
189;105;0;27
190;107;0;41
191;96;0;14
192;92;0;16
193;96;0;34
194;107;0;17
195;105;0;52
196;105;0;32
197;92;0;22
198;85;0;17
199;107;0;39
200;107;0;48
