1;39;0;12;;;;;;;;;;;;
2;39;0;10;;;;;;;;;;;;200-60
3;39;0;19;;;;;;;;;;;;
4;39;0;12;;;;;;;;;;;;
5;39;0;5;;;;;;;;;;;;
6;39;0;31;;;;;;;;;;;;
7;38;0;11;;;;;;;;;;;;
8;38;0;26;;;;;;;;;;;;
9;39;0;37;;;;;;;;;;;;
10;38;0;37;;;;;;;;;;;;
11;0;0;0;;;;;;;;;;;;
12;0;0;0;;;;;;;;;;;;
13;40;0;31;;;;;;;;;;;;
14;51;0;49;;;;;;;;;;;;
15;39;0;39;;;;;;;;;;;;
16;0;0;0;;;;;;;;;;;;
17;51;0;51;;;;;;;;;;;;
18;51;0;51;;;;;;;;;;;;
19;51;0;51;;;;;;;;;;;;
20;51;0;51;;;;;;;;;;;;
21;51;0;51;;;;;;;;;;;;
22;40;0;40;;;;;;;;;;;;
23;51;0;51;;;;;;;;;;;;
24;51;0;49;;;;;;;;;;;;
25;51;0;50;;;;;;;;;;;;
26;40;0;40;;;;;;;;;;;;
27;40;0;40;;;;;;;;;;;;
28;40;0;40;;;;;;;;;;;;
29;40;0;40;;;;;;;;;;;;
30;40;0;40;;;;;;;;;;;;
31;51;0;51;;;;;;;;;;;;
32;40;0;40;;;;;;;;;;;;
33;40;0;40;;;;;;;;;;;;
34;40;0;40;;;;;;;;;;;;
35;40;0;40;;;;;;;;;;;;
36;51;0;51;;;;;;;;;;;;
37;40;0;40;;;;;;;;;;;;
38;51;0;51;;;;;;;;;;;;
39;51;0;51;;;;;;;;;;;;
40;51;0;51;;;;;;;;;;;;
41;51;0;51;;;;;;;;;;;;
42;51;0;51;;;;;;;;;;;;
43;51;0;51;;;;;;;;;;;;
44;40;0;40;;;;;;;;;;;;
45;51;0;51;;;;;;;;;;;;
46;40;0;40;;;;;;;;;;;;
47;40;0;40;;;;;;;;;;;;
48;51;0;51;;;;;;;;;;;;
49;40;0;40;;;;;;;;;;;;
50;51;0;51;;;;;;;;;;;;
51;40;0;40;;;;;;;;;;;;
52;40;0;40;;;;;;;;;;;;
53;51;0;51;;;;;;;;;;;;
54;51;0;51;;;;;;;;;;;;
55;51;0;51;;;;;;;;;;;;
56;51;0;51;;;;;;;;;;;;
57;51;0;51;;;;;;;;;;;;
58;40;0;40;;;;;;;;;;;;
59;51;0;51;;;;;;;;;;;;
60;40;0;40;;;;;;;;;;;;
61;40;0;40;;;;;;;;;;;;
62;51;0;51;;;;;;;;;;;;
63;51;0;51;;;;;;;;;;;;
64;51;0;51;;;;;;;;;;;;
65;40;0;40;;;;;;;;;;;;
66;51;0;51;;;;;;;;;;;;
67;51;0;51;;;;;;;;;;;;
68;40;0;40;;;;;;;;;;;;
69;51;0;51;;;;;;;;;;;;
70;40;0;40;;;;;;;;;;;;
71;40;0;40;;;;;;;;;;;;
72;40;0;40;;;;;;;;;;;;
73;51;0;51;;;;;;;;;;;;
74;51;0;51;;;;;;;;;;;;
75;51;0;51;;;;;;;;;;;;
76;51;0;51;;;;;;;;;;;;
77;40;0;40;;;;;;;;;;;;
78;51;0;51;;;;;;;;;;;;
79;51;0;51;;;;;;;;;;;;
80;40;0;40;;;;;;;;;;;;
81;51;0;51;;;;;;;;;;;;
82;51;0;51;;;;;;;;;;;;
83;51;0;51;;;;;;;;;;;;
84;51;0;51;;;;;;;;;;;;
85;51;0;51;;;;;;;;;;;;
86;40;0;40;;;;;;;;;;;;
87;51;0;51;;;;;;;;;;;;
88;51;0;51;;;;;;;;;;;;
89;40;0;40;;;;;;;;;;;;
90;40;0;40;;;;;;;;;;;;
91;51;0;51;;;;;;;;;;;;
