92;51;0;51;;;;;;;;;;;;
93;51;0;51;;;;;;;;;;;;
94;51;0;51;;;;;;;;;;;;
95;51;0;51;;;;;;;;;;;;
96;51;0;51;;;;;;;;;;;;
97;51;0;51;;;;;;;;;;;;
98;40;0;40;;;;;;;;;;;;
99;51;0;51;;;;;;;;;;;;
100;40;0;40;;;;;;;;;;;;
101;40;0;40;;;;;;;;;;;;
102;40;0;40;;;;;;;;;;;;
103;40;0;40;;;;;;;;;;;;
104;40;0;40;;;;;;;;;;;;
105;51;0;51;;;;;;;;;;;;
106;40;0;40;;;;;;;;;;;;
107;51;0;51;;;;;;;;;;;;
108;51;0;51;;;;;;;;;;;;
109;51;0;51;;;;;;;;;;;;
110;51;0;51;;;;;;;;;;;;
111;51;0;51;;;;;;;;;;;;
112;40;0;40;;;;;;;;;;;;
113;40;0;40;;;;;;;;;;;;
114;51;0;51;;;;;;;;;;;;
115;51;0;51;;;;;;;;;;;;
116;51;0;51;;;;;;;;;;;;
117;40;0;40;;;;;;;;;;;;
118;51;0;51;;;;;;;;;;;;
119;40;0;40;;;;;;;;;;;;
120;40;0;40;;;;;;;;;;;;
121;51;0;51;;;;;;;;;;;;
122;51;0;51;;;;;;;;;;;;
123;40;0;40;;;;;;;;;;;;
124;51;0;51;;;;;;;;;;;;
125;51;0;51;;;;;;;;;;;;
126;40;0;40;;;;;;;;;;;;
127;40;0;40;;;;;;;;;;;;
128;40;0;40;;;;;;;;;;;;
129;51;0;51;;;;;;;;;;;;
130;51;0;51;;;;;;;;;;;;
131;51;0;51;;;;;;;;;;;;
132;51;0;51;;;;;;;;;;;;
133;40;0;40;;;;;;;;;;;;
134;40;0;40;;;;;;;;;;;;
135;40;0;40;;;;;;;;;;;;
136;40;0;40;;;;;;;;;;;;
137;40;0;40;;;;;;;;;;;;
138;40;0;40;;;;;;;;;;;;
139;51;0;51;;;;;;;;;;;;
140;40;0;40;;;;;;;;;;;;
141;51;0;51;;;;;;;;;;;;
142;51;0;51;;;;;;;;;;;;
143;51;0;51;;;;;;;;;;;;
144;51;0;51;;;;;;;;;;;;
145;40;0;40;;;;;;;;;;;;
146;40;0;40;;;;;;;;;;;;
147;51;0;51;;;;;;;;;;;;
148;51;0;51;;;;;;;;;;;;
149;40;0;40;;;;;;;;;;;;
150;40;0;40;;;;;;;;;;;;
151;40;0;40;;;;;;;;;;;;
152;40;0;40;;;;;;;;;;;;
153;40;0;40;;;;;;;;;;;;
154;51;0;51;;;;;;;;;;;;
155;51;0;51;;;;;;;;;;;;
156;51;0;51;;;;;;;;;;;;
157;51;0;51;;;;;;;;;;;;
158;40;0;40;;;;;;;;;;;;
159;51;0;51;;;;;;;;;;;;
160;51;0;51;;;;;;;;;;;;
161;40;0;40;;;;;;;;;;;;
162;51;0;51;;;;;;;;;;;;
163;51;0;51;;;;;;;;;;;;
164;51;0;51;;;;;;;;;;;;
165;40;0;40;;;;;;;;;;;;
166;51;0;51;;;;;;;;;;;;
167;51;0;51;;;;;;;;;;;;
168;51;0;51;;;;;;;;;;;;
169;51;0;51;;;;;;;;;;;;
170;51;0;51;;;;;;;;;;;;
171;40;0;40;;;;;;;;;;;;
172;40;0;40;;;;;;;;;;;;
173;40;0;40;;;;;;;;;;;;
174;40;0;40;;;;;;;;;;;;
175;51;0;51;;;;;;;;;;;;
176;40;0;40;;;;;;;;;;;;
177;40;0;40;;;;;;;;;;;;
178;51;0;51;;;;;;;;;;;;
179;51;0;51;;;;;;;;;;;;
180;51;0;51;;;;;;;;;;;;
181;40;0;40;;;;;;;;;;;;
182;40;0;40;;;;;;;;;;;;
183;40;0;40;;;;;;;;;;;;
184;51;0;51;;;;;;;;;;;;
185;40;0;40;;;;;;;;;;;;
186;40;0;40;;;;;;;;;;;;
187;40;0;40;;;;;;;;;;;;
188;40;0;40;;;;;;;;;;;;
189;40;0;40;;;;;;;;;;;;
190;40;0;40;;;;;;;;;;;;
191;40;0;40;;;;;;;;;;;;
192;40;0;40;;;;;;;;;;;;
193;40;0;40;;;;;;;;;;;;
194;40;0;40;;;;;;;;;;;;
195;40;0;40;;;;;;;;;;;;
196;40;0;40;;;;;;;;;;;;
197;51;0;51;;;;;;;;;;;;
198;40;0;40;;;;;;;;;;;;
199;40;0;40;;;;;;;;;;;;
200;51;0;51;;;;;;;;;;;;
